Program,Hubspot ID,Time Zone,Program Name,Current Cohort,Deposit Paid Date,Status,payment_status,Current Payment Status,Payment Mode,Call Status,Upfront/Non-Upfront payment,Original SSA
New ML,189491281161,America/Chicago,Machine Learning Program (with Agentic AI),Machine Learning Program - Mid-January 2026,6-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,CLIMBCREDIT,VM - 4 Attempts,,Muskan
New ML,178695984202,America/New_York,Machine Learning Program (with Agentic AI),Machine Learning Program - Mid-May 2026,7-Jan-2026,Flexipay_has_time_to_pay,ENROLLED,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,,Archi
EdgeUp Step Up,189197031049,US/Pacific,EdgeUp Technical Program Manager StepUp Program (with Agentic AI),"Applied Agentic AI - Early-February 2026
",7-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,Onboarded,,Pragya
Level Up,158948751,America/Los_Angeles,Backend Engineering Interview Prep Program,Backend Interview Prep - Mid-January 2026,31-Dec-2025,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,CLIMBCREDIT,Onboarded,,Pragya
Agentic SkillUp,5489540393,America/Denver,Applied Agentic AI Program for PM/TPM,Applied Agentic AI - 2nd Mid-February 2026,8-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_MANUAL_PAYMENT,VM - 4 Attempts,,Anshuman
Step Up,189191697248,America/Toronto,Fullstack Interview Prep Fast Track Program,Fullstack Fast Track Masterclass,7-Jan-2026,Flexipay_has_time_to_pay,ENROLLED,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,VM - 6 Attempts,,Pragya
Advanced ML,189661051693,America/Chicago,Advanced Machine Learning Program (with Agentic AI),Advanced Machine Learning Program - Early-February 2026,7-Jan-2026,Flexipay_has_time_to_pay,ENROLLED,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,,Sharon
EdgeUp,205994801,America/New_York,EdgeUp Data Science LevelUp Program (with Agentic AI),"Applied Agentic AI for SWEs - 2nd Mid-January 2026
",7-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,CLIMBCREDIT,Onboarded,,Zeeshan
EdgeUp,189456522335,America/Los_Angeles,EdgeUp Technical Program Manager LevelUp Program (with Agentic AI),Applied Agentic AI - 2nd Mid-January 2026,7-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,VM - 4 Attempts,,Anshuman
EdgeUp,169422901,America/Chicago,EdgeUp Backend LevelUp Program (with Agentic AI),Applied Agentic AI for SWEs - 2nd Mid-January 2026,7-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,KLARNA,Onboarded,,Disha
EdgeUp,189271675666,America/Los_Angeles,EdgeUp Backend LevelUp Program (with Agentic AI),"Applied Agentic AI for SWEs - 2nd Mid-January 2026
",7-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,Onboarded,,Nishtha
Level Up,190127278615,America/Los_Angeles,Technical Program Manager Interview Prep Program,TPM Interview Prep - Early-Febuary 2026,7-Jan-2026,has_time_to_pay,ENROLLED,has_time_to_pay,STRIPE_CARD,Onboarded,,Disha
Agentic pathway,189822033526,America/Chicago,Agentic AI Pathway (SWEs),Agentic AI Pathway For SWEs - Early-February 2026 (Do Not Use),8-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,VM - 4 Attempts,,Kamal
Agentic SkillUp,165015147878,America/Detroit,Applied Agentic AI Program for SWEs,Applied Agentic AI For SWEs - Early-January 2026,8-Jan-2026,Flexipay_has_time_to_pay,ENROLLED,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,,Arush
New ML,9285633,America/New_York,Machine Learning Program (with Agentic AI),Machine Learning Program - Mid-May 2026,8-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,Onboarded,,Safoora
EdgeUp Step Up,190941482922,America/Los_Angeles,EdgeUp Machine Learning StepUp Program (with Agentic AI),Applied Agentic AI for SWEs - 2nd Mid-January 2026,8-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,CLIMBCREDIT,Onboarded,,Akshitha
EdgeUp,191167913066,America/Chicago,EdgeUp Data Analyst & Business Analyst LevelUp Program (with Agentic AI),Data Analyst & Business Analyst Interview Prep - 2nd Mid-January 2026,8-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,Onboarded,,Akshitha
New ML,163024996489,America/Los_Angeles,Machine Learning Program (with Agentic AI),Machine Learning Program - Mid-February 2026,8-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,KLARNA,Onboarded,,Sanjana
Advanced ML,190865061436,America/New_York,Advanced Machine Learning Program (with Agentic AI),Advanced Machine Learning Program - Early-February 2026,8-Jan-2026,Flexipay_has_time_to_pay,ENROLLED,has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,,Safoora
EdgeUp,106602501,America/Chicago,EdgeUp Engineering Manager LevelUp Program (with Agentic AI),"Engineering Management Interview Prep - Mid-January 2026
",8-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,KLARNA,Onboarded,,Pragya
EdgeUp,63590551,America/New_York,EdgeUp Technical Program Manager LevelUp Program (with Agentic AI),Applied Agentic AI - 2nd Mid-January 2026,8-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,Onboarded,,Ajil
New ML,53300601,America/Los_Angeles,Machine Learning Program (with Agentic AI),Machine Learning Program - Mid-December 2025,8-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,PAYPAL,VM - 4 Attempts,,Sanjana
Agentic pathway,26326949418,America/New_York,Agentic AI Pathway (Tech Professionals),Agentic AI Pathway - End-March 2026,9-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,,STRIPE_MANUAL_PAYMENT,,,SSA
Advanced ML,127910856745,America/New_York,Advanced Machine Learning Program (with Agentic AI),Advanced Machine Learning Program - End-March 2026,9-Jan-2026,Flexipay_has_time_to_pay,ENROLLED,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Incomplete OB,,Anwesh
EdgeUp,146427684644,America/Chicago,EdgeUp Technical Program Manager LevelUp Program (with Agentic AI),Applied Agentic AI - Early-February 2026,8-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Anjali
Step Up,182346207812,Asia/Singapore,AWS Cloud Solution Architect Interview Prep Fast Track Program,Cloud Fast Track Masterclass,8-Jan-2026,Flexipay_has_time_to_pay,DEPOSIT_PAID,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,,Akshitha
EdgeUp Step Up,7517798151,America/Los_Angeles,EdgeUp Backend StepUp Program (with Agentic AI),Applied Agentic AI for SWEs - 2nd Mid-January 2026,9-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,KLARNA,Onboarded,,Ajil
New ML,190346095141,America/Los_Angeles,Machine Learning Program (with Agentic AI),Machine Learning Program - Mid-January 2026,8-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Refunded,CLIMBCREDIT,VM - 4 Attempts,,Anwesh
EdgeUp Step Up,189233876275,America/Chicago,EdgeUp Engineering Management StepUp Program (with Agentic AI),Applied Agentic AI - 2nd Mid-January 2026,8-Jan-2026,Flexipay_has_time_to_pay,ENROLLED,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,,Zeeshan
Level Up,189925507984,America/Los_Angeles,Embedded Systems Interview Prep Program,Embedded Systems Interview Prep - Early-January 2026,8-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,Onboarded,,Akshitha
New ML,188066397013,America/New_York,Machine Learning Program (with Agentic AI),Machine Learning Program - Mid-January 2026,9-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Safoora
Agentic SkillUp,153004246315,America/New_York,Applied Agentic AI Program for SWEs,Applied Agentic AI for SWEs - 2nd Mid-January 2026,9-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Archi
EdgeUp,191440390438,America/Los_Angeles,EdgeUp Engineering Manager LevelUp Program (with Agentic AI),Engineering Management Interview Prep - 2nd Mid-January 2026,9-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Disha
EdgeUp,49267251,America/New_York,EdgeUp Engineering Manager LevelUp Program (with Agentic AI),Applied Agentic AI for EM's - 2nd Mid-January 2026,9-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,Onboarded,,Ajil
Advanced ML,9286203,America/New_York,Advanced Machine Learning Program (with Agentic AI),"Advanced Machine Learning Program - End-November 2025
",9-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,PAYPAL,VM - 4 Attempts,,Anwesh
EdgeUp Step Up,191381249696,America/Chicago,EdgeUp Engineering Management StepUp Program (with Agentic AI),Applied Agentic AI for EM's - 2nd Mid-January 2026,9-Jan-2026,Flexipay_has_time_to_pay,ENROLLED,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,,Akshitha
Step Up,191731613451,America/Chicago,Data Engineering Interview Prep Fast Track Program,Data Engineering Fast Track Masterclass,9-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,KLARNA,Onboarded,,Anjali
EdgeUp Step Up,191686705526,America/Los_Angeles,EdgeUp Site Reliability Engineering & DevOps StepUp Program (with Agentic AI),SRE Fast Track Masterclass,9-Jan-2026,Flexipay_has_time_to_pay,ENROLLED,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,,Anjali
Agentic SkillUp,191117098825,America/New_York,Applied Agentic AI Program for EM,Applied Agentic AI for EM's - 2nd Mid-April 2026,10-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,Onboarded,,Muskan
New ML,146405051,America/Denver,Machine Learning Program (with Agentic AI),Machine Learning Program - Mid-February 2026,10-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,KLARNA,Onboarded,,Muskan
EdgeUp,191168769317,America/Indiana/Indianapolis,EdgeUp Site Reliability Engineering & DevOps LevelUp Program (with Agentic AI),SRE Interview Prep - 2nd Mid-January 2026,10-Jan-2026,Flexipay_has_time_to_pay,Dispute lost,Dispute Lost,0_PERCENT_APR_FLEXIPAY,Onboarded,,Anjali
Level Up,190289068847,America/Chicago,Data Science Interview Prep Program,Data Science Interview Prep - 2nd Mid-January 2026,10-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,Onboarded,,Suraj
Step Up,184468382722,-,Site Reliability Engineering Interview Prep Fast Track Program,SRE Fast Track Masterclass,8-Jan-2026,has_time_to_pay,ENROLLED,has_time_to_pay,STRIPE_MANUAL_PAYMENT,Onboarded,,Anjali
Advanced ML,415822551,America/Los_Angeles,Advanced Machine Learning Program (with Agentic AI),Advanced Machine Learning Program - Early-February 2026,11-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Anwesh
New ML,36943929,America/Los_Angeles,Machine Learning Program (with Agentic AI),Machine Learning Program - Mid-May 2026,11-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,Onboarded,,Nishtha
Level Up,32006101,America/Chicago,Data Analyst & Business Analyst Interview Preparation Program,Data Analyst & Business Analyst Interview Prep - 2nd Mid-January 2026,11-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Pragya
Level Up,191116477697,America/Toronto,AWS Cloud Solutions Architect Interview Prep Program,Cloud Interview Prep - 2nd Mid-January 2026,11-Jan-2026,Flexipay_has_time_to_pay,ENROLLED,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,,Pragya
New ML,190018914571,America/New_York,Machine Learning Program (with Agentic AI),Machine Learning Program - Mid-May 2026,11-Jan-2026,Flexipay_has_time_to_pay,ENROLLED,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,,Sanjana
Agentic pathway,20291120741,America/Los_Angeles,Agentic AI Pathway (Tech Professionals),Applied Agentic AI Pathway for EM - 2nd Mid-October 2025,11-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Refunded,KLARNA,Incomplete OB,,Anwesh
EdgeUp Step Up,189955122808,America/Chicago,EdgeUp AWS Cloud Solutions Architect StepUp Program (with Agentic AI),EdgeUp StepUp Cohort,11-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Potential Drop,KLARNA,Incomplete OB,,Suraj
EdgeUp,9307271,America/New_York,EdgeUp Backend LevelUp Program (with Agentic AI),Applied Agentic AI for SWEs - 2nd Mid-January 2026,11-Jan-2026,Flexipay_has_time_to_pay,ENROLLED,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,,Akshitha
New ML,192072608435,America/Chicago,Machine Learning Program (with Agentic AI),Machine Learning Program - Mid-February 2026,11-Jan-2026,Flexipay_has_time_to_pay,ENROLLED,Flexipay Refunded,0_PERCENT_APR_FLEXIPAY,VM - 4 Attempts,,Muskan
New ML,191933095210,America/Los_Angeles,Machine Learning Program (with Agentic AI),Machine Learning Program - Mid-May 2026,11-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,Onboarded,,Nishtha
Step Up,9292866,America/Goose_Bay,Technical Program Manager Interview Prep Fast Track Program,TPM Fast Track Masterclass,12-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,Onboarded,,Anjali
Step Up,181540525589,America/New_York,Fullstack Interview Prep Fast Track Program,Fullstack Fast Track Masterclass,12-Jan-2026,Flexipay_has_time_to_pay,DEPOSIT_PAID,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Yet to Connect,,SSA-1
Advanced ML,117541562467,America/Los_Angeles,Advanced Machine Learning Program (with Agentic AI),Advanced Machine Learning Program - Early-February 2026,12-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,CLIMBCREDIT,Onboarded,,Muskan
Level Up,315044501,America/Los_Angeles,Data Analyst & Business Analyst Interview Preparation Program,Data Analyst & Business Analyst Interview Prep - 2nd Mid-January 2026,12-Jan-2026,has_time_to_pay,ENROLLED,has_time_to_pay,STRIPE_CARD,Onboarded,,Ajil
EdgeUp,191487266624,America/New_York,EdgeUp Product Manager (Tech) LevelUp Program (with Agentic AI),Product Management Interview Prep - Mid-February 2026,13-Jan-2026,has_time_to_pay,ENROLLED,has_time_to_pay,STRIPE_MANUAL_PAYMENT,Onboarded,,Pragya
EdgeUp,191773438871,,EdgeUp Fullstack LevelUp Program (with Agentic AI),Fullstack Interview Prep - End-January 2026,11-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,CLIMBCREDIT,Onboarded,,Suraj
Paid Upgrade,179712851,America/Chicago,Site Reliability Engineering Interview Preparation Pathway,SRE Interview Prep Pathway - Early-April 2026,12-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,KLARNA,Onboarded,,Suraj
New ML,191385313623,America/New_York,Machine Learning Program (with Agentic AI),Machine Learning Program - Mid-January 2026,12-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,KLARNA,Onboarded,,Arush
Agentic SkillUp,189225521772,America/New_York,Applied Agentic AI Program for EM,Applied Agentic AI for EM's - 2nd Mid-January 2026,12-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Sharon
EdgeUp Step Up,191458088597,America/New_York,EdgeUp Fullstack StepUp Program (with Agentic AI),Applied Agentic AI for SWEs - 2nd Mid-January 2026,12-Jan-2026,Flexipay_has_time_to_pay,ENROLLED,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,,Ajil
EdgeUp Step Up,129195301,US/Pacific,EdgeUp Product Manager (Tech) StepUp Program (with Agentic AI),Applied Agentic AI - 2nd Mid-January 2026,12-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,Onboarded,,Suraj
Level Up,191508471204,America/Detroit,Site Reliability Engineering & DevOps Interview Prep Program,SRE Interview Prep - 2nd Mid-January 2026,12-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,KLARNA,Onboarded,,Anjali
EdgeUp Step Up,192137678430,America/Los_Angeles,EdgeUp Technical Program Manager StepUp Program (with Agentic AI),Applied Agentic AI - 2nd Mid-January 2026,12-Jan-2026,Flexipay_has_time_to_pay,ENROLLED,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,,Ajil
Agentic SkillUp,191973609809,America/Chicago,Applied Agentic AI Program for SWEs,Applied Agentic AI for SWEs - 2nd Mid-January 2026,12-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,CLIMBCREDIT,Onboarded,,Nishtha
EdgeUp,186416168287,America/Los_Angeles,EdgeUp Data Engineering LevelUp Program (with Agentic AI),Applied Agentic AI For SWEs - Mid-February 2026,12-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,KLARNA,Onboarded,,Safoora
Level Up,190118476904,America/Los_Angeles,Backend Engineering Interview Prep Program,Backend Interview Prep - Early-February 2026,13-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,Onboarded,,Akshitha
New ML,192084977778,America/Los_Angeles,Machine Learning Program (with Agentic AI),Machine Learning Program - Mid-February 2026,13-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,KLARNA,Onboarded,,Muskan
EdgeUp,191954500375,America/Chicago,EdgeUp Product Manager (Tech) LevelUp Program (with Agentic AI),Applied Agentic AI - Early-February 2026,13-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,KLARNA,Onboarded,,Sanjana
EdgeUp,51950101,America/Chicago,EdgeUp Backend LevelUp Program (with Agentic AI),"
Applied Agentic AI for SWEs - 2nd Mid-January 2026",13-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,Onboarded,,Muskan
EdgeUp,542584701,America/Los_Angeles,EdgeUp Engineering Manager LevelUp Program (with Agentic AI),Engineering Management Interview Prep- End-January 2026,10-Jan-2026,Flexipay_has_time_to_pay,ENROLLED,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,,Sanjana
New ML,190652701223,America/Edmonton,Machine Learning Program (with Agentic AI),Machine Learning Program - Mid-January 2026,13-Jan-2026,has_time_to_pay,ENROLLED,has_time_to_pay,STRIPE_MANUAL_PAYMENT,Onboarded,,Safoora
New ML,111116235705,,Machine Learning Program (with Agentic AI) ,,13-Jan-2026,has_paid_in_full,FULL_PAYMENT_PAID,Fully Paid,CLIMBCREDIT,Onboarded,,Nishtha
Level Up,173158229412,America/Los_Angeles,Engineering Manager Interview Prep Program,Engineering Management Interview Prep - End-January 2026,13-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,KLARNA,Onboarded,,Disha
EdgeUp,191209810189,America/Los_Angeles,EdgeUp 2026 Backend LevelUp Program (with Agentic AI Interview Prep),Applied Agentic AI for SWEs - 2nd Mid-February 2026,13-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,PAYPAL,VM - 4 Attempts,,Archi
Step Up,130822851,America/Los_Angeles,Early Engineering Fast Track Program,Early Engineering Fast Track Masterclass,13-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_MANUAL_PAYMENT,Onboarded,,Pragya
Level Up,154101646694,America/Los_Angeles,Data Analyst & Business Analyst Interview Preparation Program,Data Analyst & Business Analyst Interview Prep - 2nd Mid-February 2026,13-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,KLARNA,Onboarded,,Suraj
Level Up,92122114665,America/Chicago,Engineering Manager Interview Prep Program,Engineering Management Interview Prep - End-January 2026,13-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,KLARNA,Incomplete OB,,Pragya
Level Up,191659601021,America/Chicago,Engineering Manager Interview Prep Program,Engineering Management Interview Prep - End-January 2026,13-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,PAYPAL,Onboarded,,Suraj
Level Up,9599552,America/New_York,Backend Engineering Interview Prep Program,Backend Interview Prep - End-January 2026,13-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Disha
EdgeUp,130483403620,America/Los_Angeles,EdgeUp 2026 Product Manager (Tech) LevelUp Program (with Agentic AI Interview Prep),Product Management Interview Prep - Mid-February 2026,13-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Anshuman
New ML,187671470769,America/New_York,Machine Learning Program (with Agentic AI),Machine Learning Program - Mid-May 2026,13-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Sharon
Agentic SkillUp,190572209980,America/Chicago,Applied Agentic AI Program for SWEs,Applied Agentic AI For SWEs - Early-February 2026,13-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,Onboarded,,Archi
Level Up,85066498604,America/Los_Angeles,Fullstack Engineering Interview Prep Program,Fullstack Interview Prep - End-January 2026,13-Jan-2026,Flexipay_has_time_to_pay,ENROLLED,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,,Disha
Advanced ML,190210211221,America/New_York,Advanced Machine Learning Program (with Agentic AI),Advanced Machine Learning Program - Early-February 2026,13-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,KLARNA,Onboarded,,Sharon
New ML,50996751,America/Chicago,Machine Learning Program (with Agentic AI),Machine Learning Program - Mid-May 2026,14-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,KLARNA,Onboarded,,Nishtha
New ML,192117387928,America/New_York,Machine Learning Program (with Agentic AI),Machine Learning Program - Mid-February 2026,14-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,CLIMBCREDIT,Onboarded,,Anshuman
Level Up,191136880163,America/New_York,Frontend Engineering Interview Prep Program,Frontend Interview Prep - End-January 2026,15-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,Onboarded,,Zeeshan
EdgeUp,190169658230,America/New_York,EdgeUp Product Manager (Tech) LevelUp Program (with Agentic AI),Applied Agentic AI - 2nd Mid-January 2026,15-Jan-2026,has_time_to_pay,ENROLLED,has_time_to_pay,STRIPE_MANUAL_PAYMENT,Onboarded,,Anwesh
Level Up,171336920982,America/Los_Angeles,Data Analyst & Business Analyst Interview Preparation Program,Data Analyst & Business Analyst Interview Prep - 2nd Mid-February 2026,15-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,CLIMBCREDIT,Onboarded,,Akshitha
EdgeUp,64206804079,America/Los_Angeles,EdgeUp Security Engineering LevelUp Program (with Agentic AI),Applied Agentic AI for SWEs - 2nd Mid-January 2026,14-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,VM - 4 Attempts,,Anwesh
Level Up,162417635225,America/Los_Angeles,Data Analyst & Business Analyst Interview Preparation Program,Data Analyst & Business Analyst Interview Prep - 2nd Mid-February 2026,14-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,Onboarded,,Pragya
EdgeUp Step Up,156480663431,America/Los_Angeles,EdgeUp Data Science StepUp Program (with Agentic AI),Applied Agentic AI For SWEs - Early-February 2026,14-Jan-2026,Flexipay_has_time_to_pay,ENROLLED,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Onboarded,,Archi
EdgeUp,190917710705,US/Pacific,EdgeUp Engineering Manager LevelUp Program (with Agentic AI),Engineering Management Interview Prep - End-January 2026,14-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,ACH_TRANSFER,Onboarded,,Sharon
EdgeUp,9246393,America/Chicago,EdgeUp Data Engineering LevelUp Program (with Agentic AI),Applied Agentic AI for SWE - Early February 2026,14-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,KLARNA,Onboarded,,Sanjana
Level Up,178712964719,America/Chicago,Data Analyst & Business Analyst Interview Preparation Program,Data Analyst & Business Analyst Interview Prep - 2nd Mid-February 2026,14-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,CLIMBCREDIT,Onboarded,,Ajil
EdgeUp,192477649979,America/Toronto,EdgeUp Technical Program Manager LevelUp Program (with Agentic AI),"Applied Agentic AI - 2nd Mid-January 2026
",15-Jan-2026,Flexipay_has_time_to_pay,ENROLLED,Flexipay_has_time_to_pay,0_PERCENT_APR_FLEXIPAY,Incomplete OB,,Disha
EdgeUp,189637985913,America/Los_Angeles,EdgeUp Engineering Manager LevelUp Program (with Agentic AI),Engineering Management Interview Prep - End-January 2026,14-Jan-2026,has_time_to_pay,ENROLLED,Fully Paid,STRIPE_CARD,Onboarded,,Anshuman
EdgeUp,531390051,America/New_York,EdgeUp Technical Program Manager LevelUp Program (with Agentic AI),Applied Agentic AI - Early-February 2026,14-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_MANUAL_PAYMENT,Onboarded,,Zeeshan
EdgeUp,191780066124,America/New_York,EdgeUp Fullstack LevelUp Program (with Agentic AI),Applied Agentic AI For SWEs - Early-February 2026,14-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,CLIMBCREDIT,Onboarded,,Kamal
Level Up,88931215545,America/Los_Angeles,Data Analyst & Business Analyst Interview Preparation Program,Data Analyst & Business Analyst Interview Prep - 2nd Mid-February 2026,14-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,STRIPE_CARD,Onboarded,,Akshitha
Level Up,152935820353,America/New_York,Data Engineering Interview Prep Program,Data Engineering Interview Prep - End-January 2026,15-Jan-2026,has_paid_in_full,ENROLLED_WITH_NO_DUES,Fully Paid,CLIMBCREDIT,Onboarded,,Zeeshan
EdgeUp Step Up,191933903443,America/New_York,EdgeUp Backend StepUp Program (with Agentic AI),Applied Agentic AI For SWEs - Early-February 2026,15-Jan-2026,has_paid_in_full,FULL_PAYMENT_PAID,Refunded,KLARNA,Onboarded,,Zeeshan
